Date,Well,Well_Type,WaterRate,CasingHeadPressure,TubingHeadPressure,PumpSpeed,Torque,GasRate
26-08-2018,Well 13,Swell,196.04,57.87,65.27,74,410.08,516.36
27-08-2018,Well 13,Swell,185.71,57.29,63.82,74,407.13,505.7
28-08-2018,Well 13,Swell,183.58,56.85,63.24,74,404.92,503.58
29-08-2018,Well 13,Swell,179.45,57.43,65.85,74,408.61,508.72
30-08-2018,Well 13,Swell,186.21,57.58,66.86,74,410.82,513.82
31-08-2018,Well 13,Swell,182.29,57.73,66.86,74,407.87,510.68
01-09-2018,Well 13,Swell,181.35,57.43,68.02,74,407.87,512.32
02-09-2018,Well 13,Swell,175.22,57.29,69.91,74,404.92,507.04
03-09-2018,Well 13,Swell,174.27,57.43,73.39,74,407.87,504.78
04-09-2018,Well 13,Swell,168.09,57.58,76.14,74,408.61,500.5
05-09-2018,Well 13,Swell,168.09,57.14,80.35,74,412.3,505.51
06-09-2018,Well 13,Swell,178.37,57.87,82.24,74,413.03,509.58
07-09-2018,Well 13,Swell,176.65,57.73,84.27,74,412.3,504.6
08-09-2018,Well 13,Swell,164.49,57.43,82.53,74,410.82,495.39
09-09-2018,Well 13,Swell,162.95,57.14,80.64,74,408.61,496.97
10-09-2018,Well 13,Swell,159.94,56.71,80.64,74,408.61,491.1
11-09-2018,Well 13,Swell,159.36,56.71,79.63,74,407.13,492.36
12-09-2018,Well 13,Swell,167.29,57.14,80.93,74,408.61,500.99
13-09-2018,Well 13,Swell,164.12,56.42,79.63,74,407.87,497.6
14-09-2018,Well 13,Swell,184.25,57.58,81.37,74,410.08,517.27
15-09-2018,Well 13,Swell,174.92,57,80.21,74,408.61,508.76
16-09-2018,Well 13,Swell,165.93,57,80.21,74,406.4,500.82
17-09-2018,Well 13,Swell,162.81,56.71,79.92,74,408.61,496.78
18-09-2018,Well 13,Swell,165.23,56.85,79.63,74,407.87,503
19-09-2018,Well 13,Swell,165.13,56.71,80.35,74,408.61,500.18
20-09-2018,Well 13,Swell,166.45,56.56,79.63,74,407.13,504.39
21-09-2018,Well 13,Swell,165.32,56.42,80.06,74,408.61,504.39
22-09-2018,Well 13,Swell,163.37,56.85,82.38,74,408.61,504.39
23-09-2018,Well 13,Swell,157.14,56.71,81.66,74,407.13,496.47
24-09-2018,Well 13,Swell,155.35,57.58,76.43,74,404.92,495.67
25-09-2018,Well 13,Swell,156.78,57,61.35,74,397.55,496.38
26-09-2018,Well 13,Swell,154.1,57.43,61.35,74,396.07,491.33
27-09-2018,Well 13,Swell,158.88,57.43,61.93,74,398.28,495.73
28-09-2018,Well 13,Swell,160.48,57.73,61.79,74,396.81,501.06
29-09-2018,Well 13,Swell,162.19,57.73,62.66,74,399.76,501.21
30-09-2018,Well 13,Swell,164.56,58.02,62.22,74,401.97,503.86
01-10-2018,Well 13,Swell,164.56,57.58,63.09,74,401.97,501.37
02-10-2018,Well 13,Swell,156.05,57.58,62.66,74,399.02,497.72
03-10-2018,Well 13,Swell,150.56,57.14,61.79,74,399.02,494.49
04-10-2018,Well 13,Swell,148.46,57.87,62.51,74,396.07,495.71
05-10-2018,Well 13,Swell,150.25,57.29,62.51,74,396.07,497.41
06-10-2018,Well 13,Swell,150.25,57.14,61.5,74,397.55,492.97
07-10-2018,Well 13,Swell,148.45,57.58,62.66,74,397.55,492.89
08-10-2018,Well 13,Swell,151.3,57.43,61.93,74,396.81,494.2
09-10-2018,Well 13,Swell,149.2,57,61.93,74,396.81,494.2
10-10-2018,Well 13,Swell,150.41,57.29,61.93,74,398.28,489.94
11-10-2018,Well 13,Swell,149.54,57,62.22,74,396.07,488.6
12-10-2018,Well 13,Swell,153.24,57.14,61.64,74,397.55,491.85
13-10-2018,Well 13,Swell,162.32,57.14,62.66,74,403.45,498.21
14-10-2018,Well 13,Swell,158.78,57.14,63.09,74,403.45,495.66
15-10-2018,Well 13,Swell,150.5,57,61.5,74,403.45,490.05
16-10-2018,Well 13,Swell,147.83,56.56,61.5,74,403.45,490.84
17-10-2018,Well 13,Swell,154.99,57.58,62.8,74,401.23,505.67
18-10-2018,Well 13,Swell,153.19,57.14,61.79,74,396.81,505.98
19-10-2018,Well 13,Swell,152.32,56.71,61.79,74,397.55,500.29
20-10-2018,Well 13,Swell,145,57.14,62.08,74,395.33,495.49
21-10-2018,Well 13,Swell,140.58,56.56,60.77,74,395.33,495.58
22-10-2018,Well 13,Swell,139.82,56.42,60.34,74,396.07,496.42
23-10-2018,Well 13,Swell,145.9,57.43,61.5,74,399.76,504.86
24-10-2018,Well 13,Swell,141.16,56.71,60.34,74,397.55,497.46
25-10-2018,Well 13,Swell,139.93,56.71,60.19,74,397.55,497.46
26-10-2018,Well 13,Swell,138.87,56.85,62.51,74,396.81,492.74
27-10-2018,Well 13,Swell,137.9,56.71,62.51,74,399.76,492.06
28-10-2018,Well 13,Swell,140.9,56.85,61.93,74,396.07,494.52
29-10-2018,Well 13,Swell,138.28,57.29,62.8,74,396.81,492.98
30-10-2018,Well 13,Swell,135.66,56.71,61.64,74,396.81,490.74
31-10-2018,Well 13,Swell,134.46,56.56,61.21,74,397.55,491.51
01-11-2018,Well 13,Swell,135.49,57.58,62.22,74,396.07,490.33
02-11-2018,Well 13,Swell,133.36,57.29,61.93,74,397.55,487.72
03-11-2018,Well 13,Swell,142.34,57,61.21,74,399.76,498.47
04-11-2018,Well 13,Swell,142.34,58.02,60.92,74,396.07,500.44
05-11-2018,Well 13,Swell,146.68,57.29,67.73,74,410.08,499.1
06-11-2018,Well 13,Swell,146.41,56.85,67.73,74,410.08,500.84
07-11-2018,Well 13,Swell,141.82,57.29,64.54,74,423.36,496.04
08-11-2018,Well 13,Swell,14.91,51.2,16.82,5,30.98,245.98
09-11-2018,Well 13,Swell,210.57,60.77,53.81,59,314.94,535.69
10-11-2018,Well 13,Swell,178.97,63.82,57.29,74,416.72,665.14
11-11-2018,Well 13,Swell,170.2,61.79,57.43,74,410.82,614.86
12-11-2018,Well 13,Swell,164.7,60.92,57.58,74,410.82,605.01
13-11-2018,Well 13,Swell,159.27,60.92,57.87,74,402.71,595.48
14-11-2018,Well 13,Swell,162.16,61.5,57.87,74,399.76,596.68
15-11-2018,Well 13,Swell,156.89,60.34,56.71,74,396.81,584.39
16-11-2018,Well 13,Swell,154.91,60.05,56.85,74,395.33,580.34
17-11-2018,Well 13,Swell,153.87,60.05,58.16,74,395.33,580.47
18-11-2018,Well 13,Swell,150.34,59.76,57.14,74,396.81,574.78
19-11-2018,Well 13,Swell,150.41,60.19,56.56,74,398.28,577.56
20-11-2018,Well 13,Swell,147.16,69.76,73.97,58,309.78,601.51
21-11-2018,Well 13,Swell,165.9,72.52,73.97,74,411.56,673.81
22-11-2018,Well 13,Swell,158.26,72.52,104.86,74,407.13,637.66
23-11-2018,Well 13,Swell,151.13,72.52,105.44,74,404.92,616.85
24-11-2018,Well 13,Swell,156.36,64.69,106.6,74,410.82,630.41
25-11-2018,Well 13,Swell,156.47,61.21,107.18,74,412.3,633.06
26-11-2018,Well 13,Swell,155.94,59.76,104.86,74,411.56,630.87
27-11-2018,Well 13,Swell,149.96,59.76,104.43,74,410.08,621.13
28-11-2018,Well 13,Swell,151.19,59.47,105.3,74,410.82,619.91
29-11-2018,Well 13,Swell,157.5,59.18,103.99,74,410.82,628.93
30-11-2018,Well 13,Swell,151.4,59.32,94.85,74,406.4,619.54
01-12-2018,Well 13,Swell,146.31,59.18,91.08,74,404.18,615.13
02-12-2018,Well 13,Swell,152.04,59.47,88.33,74,403.45,622.37
03-12-2018,Well 13,Swell,153.56,59.32,91.52,74,406.4,622.54
04-12-2018,Well 13,Swell,148.38,59.32,73.68,74,398.28,614.16
05-12-2018,Well 13,Swell,145.06,59.32,73.68,74,398.28,611.01
06-12-2018,Well 13,Swell,149.35,58.74,76.87,74,400.5,614.33
07-12-2018,Well 13,Swell,142.23,59.03,72.66,74,395.33,609.49
08-12-2018,Well 13,Swell,140.39,58.6,72.66,74,396.81,607.57
09-12-2018,Well 13,Swell,145.27,58.89,78.9,74,399.02,609.58
10-12-2018,Well 13,Swell,141.84,59.18,76,74,396.07,607.88
11-12-2018,Well 13,Swell,147.55,59.18,76,74,396.07,612.73
12-12-2018,Well 13,Swell,144.02,59.03,76.43,74,396.07,609.55
13-12-2018,Well 13,Swell,143.42,59.32,76.72,74,397.55,609.43
14-12-2018,Well 13,Swell,139.95,58.45,73.97,74,396.07,606.1
15-12-2018,Well 13,Swell,142.95,60.34,77.74,74,398.28,608.95
16-12-2018,Well 13,Swell,139.09,60.48,77.74,74,396.81,601.94
17-12-2018,Well 13,Swell,135.06,60.05,74.55,74,395.33,598.93
18-12-2018,Well 13,Swell,138.47,60.05,74.69,74,395.33,605.16
19-12-2018,Well 13,Swell,138.18,60.19,77.02,74,395.33,604.49
20-12-2018,Well 13,Swell,139.83,60.05,73.53,74,393.86,604.79
21-12-2018,Well 13,Swell,145.53,60.19,74.69,74,395.33,612
22-12-2018,Well 13,Swell,147.71,61.06,74.98,74,397.55,613.32
23-12-2018,Well 13,Swell,149.29,60.34,72.81,74,398.28,617.82
24-12-2018,Well 13,Swell,143.66,60.19,70.78,74,395.33,611.57
25-12-2018,Well 13,Swell,134.1,60.34,70.34,74,390.17,602.36
26-12-2018,Well 13,Swell,134.85,60.19,70.05,74,391.65,603.72
27-12-2018,Well 13,Swell,136.22,60.77,76.14,74,394.6,604.52
28-12-2018,Well 13,Swell,132.11,61.5,79.63,74,394.6,600.69
29-12-2018,Well 13,Swell,139.42,61.5,79.92,74,396.07,606.67
30-12-2018,Well 13,Swell,140.83,61.93,77.45,74,396.81,609.39
31-12-2018,Well 13,Swell,135.3,61.5,78.47,74,396.07,602.24
30-09-2014,Well 15,Pre-perf,0,364,336,100,98,0
01-10-2014,Well 15,Pre-perf,336,364,336,70,257,24
02-10-2014,Well 15,Pre-perf,388,31,3,85,257,38
03-10-2014,Well 15,Pre-perf,363,55,56,99,257,55
04-10-2014,Well 15,Pre-perf,646,56,56,178,258,54
05-10-2014,Well 15,Pre-perf,646,56,56,179,256,54
06-12-2014,Well 15,Pre-perf,335.55,38.03,38.18,72.32,192.53,24.04
07-12-2014,Well 15,Pre-perf,444,40,41,95,202,64
08-12-2014,Well 15,Pre-perf,431.91,40.33,41.23,92.21,209.77,62.49
09-12-2014,Well 15,Pre-perf,449,41,42,97,225,32
10-12-2014,Well 15,Pre-perf,440,44,45,95,239,33
11-12-2014,Well 15,Pre-perf,428.54,46.14,47,92.3,233.11,30.96
12-12-2014,Well 15,Pre-perf,442.79,46.4,47.3,96.11,242.53,27.43
13-12-2014,Well 15,Pre-perf,450.89,46.66,47.55,98.31,247.17,20.05
14-12-2014,Well 15,Pre-perf,463,47,48,101,257,20
15-12-2014,Well 15,Pre-perf,446.02,39.62,40.55,97.26,252.33,27.02
16-12-2014,Well 15,Pre-perf,432,40,41,94,254,42
17-12-2014,Well 15,Pre-perf,423.9,38.63,39.52,92.07,253.46,48.88
18-12-2014,Well 15,Pre-perf,438.02,37.77,38.67,96.18,281.81,59.49
19-12-2014,Well 15,Pre-perf,448.53,39.27,40.2,98.12,265.21,51.7
20-12-2014,Well 15,Pre-perf,438,43,44,95,252,56
21-12-2014,Well 15,Pre-perf,431,40,41,94,258,44
22-12-2014,Well 15,Pre-perf,440.73,37.98,38.89,95.99,256.79,60.35
23-12-2014,Well 15,Pre-perf,387.03,38.46,39.31,84.66,250.29,53.6
24-12-2014,Well 15,Pre-perf,362,40,40,78,237,28
25-12-2014,Well 15,Pre-perf,387.95,42,42.8,84.07,257,63.13
26-12-2014,Well 15,Pre-perf,386,44,45,84,264,78
27-12-2014,Well 15,Pre-perf,386.21,39.35,40.22,84.06,274.54,50.75
28-12-2014,Well 15,Pre-perf,386.78,38.44,39.34,84.05,253.22,31.87
29-12-2014,Well 15,Pre-perf,387.68,38.3,39.19,84.05,252.81,37.98
30-12-2014,Well 15,Pre-perf,387.48,39.04,39.92,84.04,255.97,50.69
31-12-2014,Well 15,Pre-perf,389.01,40.88,41.68,84.04,262.49,83.98
01-01-2015,Well 15,Pre-perf,388.77,42.64,43.45,84.06,260.15,99.83
02-01-2015,Well 15,Pre-perf,387.04,44.14,44.94,84.05,264.67,86.02
03-01-2015,Well 15,Pre-perf,385.98,45.72,46.53,84.07,266.01,72.44
04-01-2015,Well 15,Pre-perf,386,48,48,84,267,68
05-01-2015,Well 15,Pre-perf,386.23,47.3,48.08,84.03,267.84,76.62
06-01-2015,Well 15,Pre-perf,385.68,44.71,45.52,84.06,268.37,79.81
07-01-2015,Well 15,Pre-perf,384,47,48,84,272,85
08-01-2015,Well 15,Pre-perf,384.27,49.04,49.79,84.05,278.06,78.21
09-01-2015,Well 15,Pre-perf,171,47,47,84,278,38
10-01-2015,Well 15,Pre-perf,243,48,48,75,229,14
11-01-2015,Well 15,Pre-perf,396,51,52,84,222,36
12-01-2015,Well 15,Pre-perf,395.02,50.01,50.8,84.08,236.84,59.27
13-01-2015,Well 15,Pre-perf,392.97,49.35,50.16,84.02,247.86,81.48
14-01-2015,Well 15,Pre-perf,391.33,49.24,50.04,83.93,257.27,111.19
15-01-2015,Well 15,Pre-perf,391.33,49.24,50.04,83.93,257.27,111.19
16-01-2015,Well 15,Pre-perf,390.45,49.14,49.92,84.07,267.51,106.09
17-01-2015,Well 15,Pre-perf,390,49,50,84,273,130
18-01-2015,Well 15,Pre-perf,389.57,49.55,50.33,83.91,270.67,132.24
19-01-2015,Well 15,Pre-perf,389.21,49.62,50.38,83.97,279.12,139.35
20-01-2015,Well 15,Pre-perf,392.12,38.18,39.02,84.07,263.9,123.7
21-01-2015,Well 15,Pre-perf,389.22,37.98,38.84,84.06,268.46,109.57
22-01-2015,Well 15,Pre-perf,388.73,38.08,38.96,84.05,266.61,90.78
23-01-2015,Well 15,Pre-perf,389.02,39.14,40.02,84.05,266.43,101.01
24-01-2015,Well 15,Pre-perf,389,42,42,84,272,116
25-01-2015,Well 15,Pre-perf,389,43,44,84,236,127
26-01-2015,Well 15,Pre-perf,388.06,45.24,46.02,84.07,280.51,131.63
27-01-2015,Well 15,Pre-perf,388.91,48.35,49.08,84.06,292.57,63.63
28-01-2015,Well 15,Pre-perf,385.89,50.19,50.95,84.05,282.58,75.23
29-01-2015,Well 15,Pre-perf,385.76,50.52,51.24,84.03,284.34,85.89
30-01-2015,Well 15,Pre-perf,386,51,51,84,284,86
31-01-2015,Well 15,Pre-perf,394.15,47.79,48.57,85.55,285.19,110.75
01-02-2015,Well 15,Pre-perf,396.93,52.45,53.07,86.45,287.48,114.25
02-02-2015,Well 15,Pre-perf,392.51,52.56,53.15,85.41,288.12,116.29
03-02-2015,Well 15,Pre-perf,334.03,52.56,53.15,72.11,271.76,54.68
04-02-2015,Well 15,Pre-perf,323.85,50.61,51.23,69.93,272.27,54.32
05-02-2015,Well 15,Pre-perf,323,50,51,70,278,78
06-02-2015,Well 15,Pre-perf,386,51,52,84,291,168
07-02-2015,Well 15,Pre-perf,550.27,50.78,46.42,121.64,351.02,297.79
08-02-2015,Well 15,Pre-perf,625.51,55.34,56.08,139.65,349.29,352.6
09-02-2015,Well 15,Pre-perf,620.3,60.56,61.18,139.93,362.5,331.35
10-02-2015,Well 15,Pre-perf,621,65,65,141,371,356
11-02-2015,Well 15,Pre-perf,630.49,59.21,59.89,142.49,357.68,326.5
12-02-2015,Well 15,Pre-perf,635.07,60.18,60.85,144.35,362.31,316.84
13-02-2015,Well 15,Pre-perf,626.2,63.55,64.16,143.12,370.19,325.74
14-02-2015,Well 15,Pre-perf,629,64,65,144,366,302
15-02-2015,Well 15,Pre-perf,624.73,54.13,54.84,142.65,367.66,309.42
16-02-2015,Well 15,Pre-perf,613.5,51.85,52.55,140.19,397.8,389.99
17-02-2015,Well 15,Pre-perf,620.26,53.96,54.65,141.28,362.33,450.8
18-02-2015,Well 15,Pre-perf,622,57,57,143,376,526
19-02-2015,Well 15,Pre-perf,628.89,56.78,57.47,143.78,413.06,63.77
20-02-2015,Well 15,Pre-perf,634.19,52.88,53.58,145.57,376.16,117.81
21-02-2015,Well 15,Pre-perf,643.85,51.68,52.4,149.36,385.98,113.98
22-02-2015,Well 15,Pre-perf,623.54,53.94,54.58,143.29,369.71,103.27
23-02-2015,Well 15,Pre-perf,603.41,47.71,48.38,139.35,393.03,111.25
24-02-2015,Well 15,Pre-perf,600.88,49.56,50.2,138.43,372.66,104.11
25-02-2015,Well 15,Pre-perf,606.29,53.13,53.77,139.63,370.95,111.12
26-02-2015,Well 15,Pre-perf,606.29,53.13,53.77,145.37,392.46,111.12
27-02-2015,Well 15,Pre-perf,664,57,58,157,410,147
28-02-2015,Well 15,Pre-perf,651.46,63.37,64.03,156.29,514.58,136.17
01-03-2015,Well 15,Pre-perf,650.9,63.54,64.22,154.69,412.3,141.34
02-03-2015,Well 15,Pre-perf,660.57,64.47,65.17,156.87,404.15,153.22
03-03-2015,Well 15,Pre-perf,652.84,65.04,65.71,131.19,444.35,146.51
04-03-2015,Well 15,Pre-perf,656.62,64.67,65.38,123.52,403.05,139.67
05-03-2015,Well 15,Pre-perf,592,56,57,121,403,105
06-03-2015,Well 15,Pre-perf,677.41,52.85,53.72,123.3,351.75,150.74
07-03-2015,Well 15,Pre-perf,680.02,51.28,52.12,126.96,382.64,122.12
08-03-2015,Well 15,Pre-perf,666.74,53.22,53.97,125.73,394.74,116.69
09-03-2015,Well 15,Pre-perf,666.26,55.34,56.07,126.66,405.54,118.79
10-03-2015,Well 15,Pre-perf,662.42,56.93,57.6,126.44,407.94,123.89
11-03-2015,Well 15,Pre-perf,662.71,61.13,61.79,127.69,417.35,119.32
12-03-2015,Well 15,Pre-perf,656.28,62.86,63.51,127.87,464.16,122.85
13-03-2015,Well 15,Pre-perf,660.67,57.51,58.18,127.07,416.47,127.6
14-03-2015,Well 15,Pre-perf,665.65,56.84,57.52,128.68,417.55,126.89
15-03-2015,Well 15,Pre-perf,659,59,59,129,429,133
16-03-2015,Well 15,Pre-perf,595.7,51.51,52.14,115.3,435.45,110.77
17-03-2015,Well 15,Pre-perf,628.68,50.01,50.65,122.37,416.78,135.89
18-03-2015,Well 15,Pre-perf,628.68,50.01,50.9,127.51,423.63,135.89
19-03-2015,Well 15,Pre-perf,654.25,50.21,50.91,126.36,425.65,140.94
20-03-2015,Well 15,Pre-perf,615.98,54.78,56.43,122.42,446.65,141.32
21-03-2015,Well 15,Pre-perf,608.4,55.83,56.36,120.89,459.13,148.42
22-03-2015,Well 15,Pre-perf,561,61,61,110,402,129
23-03-2015,Well 15,Pre-perf,517.32,63.06,63.49,100.91,383.71,97.78
24-03-2015,Well 15,Pre-perf,605.02,55.3,55.91,119.12,422.81,152.33
25-03-2015,Well 15,Pre-perf,638.26,50.15,50.8,126.91,436.28,180.18
26-03-2015,Well 15,Pre-perf,615.15,52.29,52.87,124.78,516.29,164.59
27-03-2015,Well 15,Pre-perf,623,55,56,125,444,166
28-03-2015,Well 15,Pre-perf,623.23,55.49,56.07,128.59,446.7,165.75
29-03-2015,Well 15,Pre-perf,619.89,58.14,58.68,126.4,452.03,176.14
30-03-2015,Well 15,Pre-perf,574.29,61.48,61.98,115.31,421.44,145.7
31-03-2015,Well 15,Pre-perf,564.41,63.96,64.39,116.21,445.33,149.98
01-04-2015,Well 15,Pre-perf,563.39,62.96,63.44,119.38,543.98,173.31
02-04-2015,Well 15,Pre-perf,578.5,64.73,65.23,116.28,416.5,169.16
03-04-2015,Well 15,Pre-perf,578.75,65.41,65.92,117.01,419.32,169.99
04-04-2015,Well 15,Pre-perf,529.72,64.31,64.78,116.27,421.14,175.34
05-04-2015,Well 15,Pre-perf,618.72,62.33,62.98,122.03,422.46,197.85
06-04-2015,Well 15,Pre-perf,604.42,64.07,64.62,123,432.13,217.82
07-04-2015,Well 15,Pre-perf,604,64,65,125,444,219
08-04-2015,Well 15,Pre-perf,584.69,64.43,64.93,122.52,453.09,206.3
09-04-2015,Well 15,Pre-perf,636.67,64.76,65.36,133.34,469.88,213.77
10-04-2015,Well 15,Pre-perf,574.49,64.93,65.41,119.25,437.52,159.32
11-04-2015,Well 15,Pre-perf,562.75,65.02,65.48,117.85,443.03,158.98
12-04-2015,Well 15,Pre-perf,558.71,64.79,65.25,119.38,525.66,160.2
13-04-2015,Well 15,Pre-perf,712,51,52,148,483,240
14-04-2015,Well 15,Pre-perf,708.22,52.28,53.01,150.95,504.47,239.24
15-04-2015,Well 15,Pre-perf,721.6,55.57,56.32,149.84,467.13,234.74
16-04-2015,Well 15,Pre-perf,733.92,56.99,57.82,151.94,448.05,215.77
17-04-2015,Well 15,Pre-perf,748.82,57.73,58.59,153,430.06,223.26
18-04-2015,Well 15,Pre-perf,763.92,56.57,57.52,66.28,191.09,216.39
19-04-2015,Well 15,Pre-perf,253.8,50.38,50.85,134.2,361.3,67.52
20-04-2015,Well 15,Pre-perf,711,51,52,134,361,80
21-04-2015,Well 15,Pre-perf,804.78,50.21,51.4,155.93,419.67,159.11
22-04-2015,Well 15,Pre-perf,788.04,51.16,52.24,155.93,419.67,205.29
23-04-2015,Well 15,Pre-perf,779.99,52.05,53.09,156.66,434.12,215.99
24-04-2015,Well 15,Pre-perf,767.81,54.12,55.09,154.36,436.92,204.03
25-04-2015,Well 15,Pre-perf,767.47,56.01,56.98,152.79,420.55,205.47
26-04-2015,Well 15,Pre-perf,772,58,59,154,426,216
27-04-2015,Well 15,Pre-perf,777.33,59.2,60.22,157.84,444.92,233.05
28-04-2015,Well 15,Pre-perf,755.06,62.05,62.99,151.99,427.22,207.56
29-04-2015,Well 15,Pre-perf,639,64,65,128,388,142
30-04-2015,Well 15,Pre-perf,638.92,64.55,65.24,124.28,395.17,141.83
01-05-2015,Well 15,Pre-perf,606.31,65.6,66.24,124.28,402.83,130.84
02-05-2015,Well 15,Pre-perf,584.87,67.29,67.87,120.11,400.93,127.51
03-05-2015,Well 15,Pre-perf,679.7,62.64,63.42,138.7,425.96,195.04
04-05-2015,Well 15,Pre-perf,676.04,62.96,63.73,137.08,414.49,191.03
05-05-2015,Well 15,Pre-perf,618,64,65,126,408,158
06-05-2015,Well 15,Pre-perf,594.1,64,65,119.97,389.08,142.81
07-05-2015,Well 15,Pre-perf,609.16,64,65,124.05,402.89,149.25
08-05-2015,Well 15,Pre-perf,619,68,69,127,410,177
09-05-2015,Well 15,Pre-perf,616.56,69.11,68.68,124.69,390.97,199.8
10-05-2015,Well 15,Pre-perf,650.66,66.51,67.22,132.18,413.47,218.32
11-05-2015,Well 15,Pre-perf,803,59,60,164,465,364
12-05-2015,Well 15,Pre-perf,106,292,26,20,55,74
13-05-2015,Well 15,Pre-perf,2.12,117.1,50.1,0.16,1.28,27.76
14-05-2015,Well 15,Pre-perf,2,56,55,0,1,0
15-05-2015,Well 15,Pre-perf,1.49,54.82,55.02,0.21,2,0.28
16-05-2015,Well 15,Pre-perf,2.06,55.91,56.2,0.17,1.32,0
17-05-2015,Well 15,Pre-perf,2,51,51,0,1,0
18-05-2015,Well 15,Pre-perf,2,94.89,31.61,0.22,1.99,0.06
19-05-2015,Well 15,Pre-perf,2,85,43,0,3,2
20-05-2015,Well 15,Pre-perf,2.5,52.19,52.47,0.16,1.32,0
21-05-2015,Well 15,Pre-perf,2.85,52.8,53.07,0.16,1.38,0
22-05-2015,Well 15,Pre-perf,1.44,52.7,53.01,0.16,1.29,0
23-05-2015,Well 15,Pre-perf,1.22,40.29,40.62,0.16,1.27,0
24-05-2015,Well 15,Pre-perf,2.06,35.52,35.81,0.17,1.35,0
25-05-2015,Well 15,Pre-perf,2.05,37.6,37.91,0.16,1.3,0
26-05-2015,Well 15,Pre-perf,2,39,40,0,1,0
27-05-2015,Well 15,Pre-perf,1.71,39.24,39.54,0.16,1.38,0
28-05-2015,Well 15,Pre-perf,1.94,42.5,42.77,0.17,1.33,0
29-05-2015,Well 15,Pre-perf,2.06,44.79,45.07,0.16,1.34,0
30-05-2015,Well 15,Pre-perf,2.31,56.03,45.07,0.06,0.47,0
03-06-2015,Well 15,Pre-perf,2.15,48.52,45.07,7.32,20.16,0.1
05-06-2015,Well 15,Pre-perf,2,49,28,0,1,0
06-06-2015,Well 15,Pre-perf,260.54,45.31,36.7,133.17,370.05,0.53
07-06-2015,Well 15,Pre-perf,285.38,45.31,36.7,175.65,408.03,0.3
08-06-2015,Well 15,Pre-perf,257.84,40,40.65,174.47,349.59,0.09
09-06-2015,Well 15,Pre-perf,247.96,39.91,40.56,174.5,337.66,0.07
10-06-2015,Well 15,Pre-perf,234.69,39.6,40.22,174.33,314.18,0.08
11-06-2015,Well 15,Pre-perf,215.44,38.47,38.97,168.84,289.07,0.15
12-06-2015,Well 15,Pre-perf,222.02,38.94,39.46,173.28,280.92,0.03
13-06-2015,Well 15,Pre-perf,219,39,40,173,279,0
14-06-2015,Well 15,Pre-perf,219.38,39.09,39.61,173.25,272.82,0.02
15-06-2015,Well 15,Pre-perf,215.19,39.04,39.62,173.26,284.01,0
16-06-2015,Well 15,Pre-perf,223.47,39.81,40.35,173.26,301.93,0.06
17-06-2015,Well 15,Pre-perf,204.6,40.74,41.26,172.81,294.03,0.03
18-06-2015,Well 15,Pre-perf,183,41,41,171,259,0
19-06-2015,Well 15,Pre-perf,187.22,41.81,42.33,173.05,255.6,0.04
20-06-2015,Well 15,Pre-perf,189.57,42.63,43.17,173.03,281.19,0.03
21-06-2015,Well 15,Pre-perf,91,34,34,89,148,0
22-06-2015,Well 15,Pre-perf,196.73,43.39,44.1,177.03,291.22,0.06
23-06-2015,Well 15,Pre-perf,214.29,42.58,43.29,184.65,295.07,0.13
24-06-2015,Well 15,Pre-perf,207,43,44,185,283,0
25-06-2015,Well 15,Pre-perf,206.87,44.41,45.11,184.61,284.42,0.16
26-06-2015,Well 15,Pre-perf,185.38,45.42,46.12,179.88,279.11,0.13
27-06-2015,Well 15,Pre-perf,169,45,46,174,274,0
28-06-2015,Well 15,Pre-perf,173.18,46.32,47.02,173.17,291.35,0.31
29-06-2015,Well 15,Pre-perf,189.68,49.41,50.1,182.62,301.61,0.3
30-06-2015,Well 15,Pre-perf,182.87,53.36,54.04,184.67,288.88,0.26
01-07-2015,Well 15,Pre-perf,177.32,55.41,56.09,184.68,285.12,0.09
02-07-2015,Well 15,Pre-perf,176,56,57,185,288,0
03-07-2015,Well 15,Pre-perf,143,48.51,49.13,177.16,284.93,0.12
04-07-2015,Well 15,Pre-perf,174.44,48.37,49.09,184.66,284.34,0
05-07-2015,Well 15,Pre-perf,172.49,49.78,50.5,184.66,284.78,0
06-07-2015,Well 15,Pre-perf,164.04,49.78,50.5,184.67,265.83,0.02
07-07-2015,Well 15,Pre-perf,163.98,46.71,47.45,184.69,256.52,0.01
08-07-2015,Well 15,Pre-perf,167.24,44.64,45.37,184.67,269.57,0.06
09-07-2015,Well 15,Pre-perf,164.98,44.5,45.24,184.65,269.66,0
10-07-2015,Well 15,Pre-perf,162.44,44.88,45.62,184.71,272.01,0
11-07-2015,Well 15,Pre-perf,158.64,45.14,45.88,70.84,105.04,0
12-07-2015,Well 15,Pre-perf,63,43,43,71,105,0
13-07-2015,Well 15,Pre-perf,1.2,40.95,4.36,0,0.01,0
05-08-2015,Well 15,Pre-perf,102.07,38.81,36.74,118.94,167,0
06-08-2015,Well 15,Pre-perf,1.22,41.68,41.98,0.23,2.93,0.01
07-08-2015,Well 15,Pre-perf,1.22,44.24,44.56,0.18,1.44,0
08-08-2015,Well 15,Pre-perf,1.36,43.02,43.33,0.18,1.41,0
09-08-2015,Well 15,Pre-perf,1.46,43.03,43.35,0.18,1.45,0
10-08-2015,Well 15,Pre-perf,1.62,43.86,44.21,0.18,1.45,0
