Date,Well,Well_Type,WaterRate,CasingHeadPressure,TubingHeadPressure,PumpSpeed,Torque,GasRate
10-05-2016,Well 10,Pre-perf,271.17,38.61,38.45,140,240.45,325.73
11-05-2016,Well 10,Pre-perf,269.75,38.21,38.03,140,242.66,330.35
12-05-2016,Well 10,Pre-perf,265.41,38.59,38.39,140,244.13,334.68
13-05-2016,Well 10,Pre-perf,262.75,38.8,38.6,140,244.13,339.42
14-05-2016,Well 10,Pre-perf,264.19,38.94,38.76,140,244.13,344.33
15-05-2016,Well 10,Pre-perf,266.72,38.56,38.42,140,243.4,352.41
16-05-2016,Well 10,Pre-perf,265.52,38.43,38.26,140,244.87,356.94
17-05-2016,Well 10,Pre-perf,261.26,39.07,38.85,140,247.82,356.11
18-05-2016,Well 10,Pre-perf,260.02,39.07,38.85,140,263.31,361.08
19-05-2016,Well 10,Pre-perf,255.63,39.79,39.59,140,266.26,359.84
20-05-2016,Well 10,Pre-perf,254.66,39.79,39.59,140,250.77,365.98
21-05-2016,Well 10,Pre-perf,254.91,39.75,39.5,140,250.03,369.16
22-05-2016,Well 10,Pre-perf,255.35,39.56,39.29,140,247.82,369.12
23-05-2016,Well 10,Pre-perf,254.54,39.48,39.23,140,250.03,378.56
24-05-2016,Well 10,Pre-perf,254.1,39.54,39.26,140,250.77,389.02
25-05-2016,Well 10,Pre-perf,252.82,39.52,39.24,140,252.25,394
26-05-2016,Well 10,Pre-perf,251.14,39.33,39.08,140,254.46,398.11
27-05-2016,Well 10,Pre-perf,249.81,40.53,40.26,140,254.46,402.65
28-05-2016,Well 10,Pre-perf,248.91,40.53,40.26,146,258.88,405.8
29-05-2016,Well 10,Pre-perf,263.37,43.83,43.58,150,264.78,429.48
30-05-2016,Well 10,Pre-perf,268.68,41.57,41.35,150,265.52,449.09
31-05-2016,Well 10,Pre-perf,268.3,39.63,39.43,150,264.05,452.47
01-06-2016,Well 10,Pre-perf,269.61,39.63,39.43,150,264.05,451.48
02-06-2016,Well 10,Pre-perf,267.39,39.51,39.28,150,266.26,451.99
03-06-2016,Well 10,Pre-perf,264.71,39.92,39.66,150,267.74,454.64
04-06-2016,Well 10,Pre-perf,263.18,39.04,38.78,150,267,459.18
05-06-2016,Well 10,Pre-perf,262.93,39.04,38.78,150,270.69,467.26
06-06-2016,Well 10,Pre-perf,259.56,40.1,39.91,150,269.95,472.43
07-06-2016,Well 10,Pre-perf,259.12,40.1,39.91,150,281.01,471.37
08-06-2016,Well 10,Pre-perf,254.4,38.97,38.65,150,314.2,469.09
09-06-2016,Well 10,Pre-perf,249.65,38.97,38.65,150,317.15,464.72
10-06-2016,Well 10,Pre-perf,249.54,38.73,38.42,150,329.69,469.09
11-06-2016,Well 10,Pre-perf,225.1,38.67,38.35,150,371.73,463.15
12-06-2016,Well 10,Pre-perf,42.09,37.13,34.26,27,67.86,310.89
13-06-2016,Well 10,Pre-perf,4.36,36.04,4.28,0,1.48,310.89
03-08-2016,Well 10,Pre-perf,485.97,36.33,30.33,120,240.45,250.44
04-08-2016,Well 10,Pre-perf,295.65,34.79,35.18,147,291.34,388.86
05-08-2016,Well 10,Pre-perf,321.13,34.26,35.18,164,312.73,388.86
06-08-2016,Well 10,Pre-perf,341.72,34.26,34.88,169,280.27,377.37
07-08-2016,Well 10,Pre-perf,341.72,34.08,34.79,166,278.8,371.13
08-08-2016,Well 10,Pre-perf,327.1,34.12,34.76,165,261.1,349.59
09-08-2016,Well 10,Pre-perf,320.99,34.02,34.58,165,314.2,337.5
10-08-2016,Well 10,Pre-perf,309.83,33.98,34.47,165,297.98,337.5
11-08-2016,Well 10,Pre-perf,315.33,34.28,34.8,165,263.31,329.92
12-08-2016,Well 10,Pre-perf,323.32,33.53,34,165,241.92,351.57
13-08-2016,Well 10,Pre-perf,328.89,33.53,34,165,260.36,321.62
14-08-2016,Well 10,Pre-perf,326.58,33.56,34.05,165,308.3,314.77
15-08-2016,Well 10,Pre-perf,318.28,33.56,34.06,165,311.25,323.12
16-08-2016,Well 10,Pre-perf,313.89,32.76,33.2,165,312.73,346.79
17-08-2016,Well 10,Pre-perf,305,32.28,32.71,165,309.04,346.84
18-08-2016,Well 10,Pre-perf,305.19,32.28,32.71,165,297.24,362.06
19-08-2016,Well 10,Pre-perf,305.72,34.57,34.91,165,306.83,371.57
20-08-2016,Well 10,Pre-perf,302.14,34.57,34.91,165,297.24,372.62
21-08-2016,Well 10,Pre-perf,296,34.46,34.8,163,270.69,373.01
22-08-2016,Well 10,Pre-perf,287.57,36.78,36.96,165,247.82,352.34
23-08-2016,Well 10,Pre-perf,282.45,37.39,37.53,165,247.82,349.34
24-08-2016,Well 10,Pre-perf,280.22,36.72,36.85,165,247.08,346.26
25-08-2016,Well 10,Pre-perf,276.95,36.72,36.85,165,247.08,339.85
26-08-2016,Well 10,Pre-perf,277.4,36.48,36.59,165,248.56,339.74
27-08-2016,Well 10,Pre-perf,275.89,36.4,36.55,165,249.3,345.39
28-08-2016,Well 10,Pre-perf,274.08,36.4,36.55,165,250.03,352.73
29-08-2016,Well 10,Pre-perf,273.64,36.4,36.55,165,252.25,367.68
30-08-2016,Well 10,Pre-perf,268.37,36.4,36.55,165,254.46,380.24
31-08-2016,Well 10,Pre-perf,269.88,36.4,36.55,165,254.46,383.89
01-09-2016,Well 10,Pre-perf,267.67,36.4,36.55,165,255.93,394.68
02-09-2016,Well 10,Pre-perf,265.65,36.4,36.55,165,257.41,397.81
03-09-2016,Well 10,Pre-perf,263.58,36.4,36.55,165,256.67,398.7
04-09-2016,Well 10,Pre-perf,263.88,36.4,36.55,165,258.15,419.28
05-09-2016,Well 10,Pre-perf,262.41,36.4,36.55,165,258.88,423.27
06-09-2016,Well 10,Pre-perf,260.73,36.4,36.55,165,261.1,417.74
07-09-2016,Well 10,Pre-perf,257.97,36.4,36.55,165,272.16,414.74
08-09-2016,Well 10,Pre-perf,255.7,36.4,36.55,165,297.24,414.71
09-09-2016,Well 10,Pre-perf,255.24,36.4,36.55,165,275.11,420.17
10-09-2016,Well 10,Pre-perf,254.08,36.4,36.55,165,286.17,424.97
11-09-2016,Well 10,Pre-perf,253.99,36.4,36.55,165,287.65,437.71
12-09-2016,Well 10,Pre-perf,254.4,36.4,36.55,165,268.47,453.66
13-09-2016,Well 10,Pre-perf,252.3,36.4,36.55,165,267.74,455.63
14-09-2016,Well 10,Pre-perf,251.18,36.4,36.55,165,266.26,458.57
15-09-2016,Well 10,Pre-perf,248.65,36.4,36.55,165,269.21,462.28
16-09-2016,Well 10,Pre-perf,246.01,35.68,35.53,165,269.21,465.1
17-09-2016,Well 10,Pre-perf,242.3,36.69,36.55,165,272.16,465.68
18-09-2016,Well 10,Pre-perf,243.75,36.69,36.55,165,271.42,466.75
19-09-2016,Well 10,Pre-perf,242.6,36.26,36.11,165,274.37,477.61
20-09-2016,Well 10,Pre-perf,239.71,36.26,36.11,165,274.37,482.81
21-09-2016,Well 10,Pre-perf,240.9,36.4,36.11,165,273.64,493.91
22-09-2016,Well 10,Pre-perf,236.71,36.11,35.97,165,274.37,498.89
23-09-2016,Well 10,Pre-perf,235.85,36.4,36.11,165,276.59,499.82
24-09-2016,Well 10,Pre-perf,235.43,36.26,36.11,165,275.85,503.06
25-09-2016,Well 10,Pre-perf,234.14,36.55,36.4,165,290.6,507.95
26-09-2016,Well 10,Pre-perf,231.25,35.53,35.39,165,274.37,500.07
27-09-2016,Well 10,Pre-perf,234,35.53,35.39,165,289.12,481.88
28-09-2016,Well 10,Pre-perf,235.04,35.39,35.24,165,268.47,478.18
29-09-2016,Well 10,Pre-perf,232.39,35.82,35.68,165,276.59,488.44
30-09-2016,Well 10,Pre-perf,231.67,35.97,35.82,165,276.59,487.61
01-10-2016,Well 10,Pre-perf,229.11,36.26,35.97,165,274.37,492.87
02-10-2016,Well 10,Pre-perf,228.69,36.11,35.82,165,295.02,489.77
03-10-2016,Well 10,Pre-perf,229.12,36.69,36.55,165,279.54,491.45
04-10-2016,Well 10,Pre-perf,227.09,36.55,36.26,165,275.85,492.75
05-10-2016,Well 10,Pre-perf,224.76,36.55,36.26,165,275.85,491.29
06-10-2016,Well 10,Pre-perf,244.65,37.27,37.13,174,284.7,499.03
07-10-2016,Well 10,Pre-perf,244.65,37.71,37.56,175,292.81,537.08
08-10-2016,Well 10,Pre-perf,243.71,37.85,37.56,175,305.35,546.89
09-10-2016,Well 10,Pre-perf,243.71,38.44,37.85,175,315.68,555.49
10-10-2016,Well 10,Pre-perf,242.05,38.58,38.14,182,326,558.66
11-10-2016,Well 10,Pre-perf,258.63,38.58,38.44,185,370.26,593.86
12-10-2016,Well 10,Pre-perf,259.91,39.31,39.02,185,362.14,601.7
13-10-2016,Well 10,Pre-perf,255.76,39.02,38.73,185,370.99,596.15
14-10-2016,Well 10,Pre-perf,253.25,39.02,38.73,185,352.55,581.34
15-10-2016,Well 10,Pre-perf,249.24,38.87,38.58,185,361.41,579.2
16-10-2016,Well 10,Pre-perf,246.47,39.02,38.73,185,345.18,569.08
17-10-2016,Well 10,Pre-perf,243.84,38.87,38.58,185,336.33,565.75
18-10-2016,Well 10,Pre-perf,240.36,40.76,40.47,185,382.06,563.73
19-10-2016,Well 10,Pre-perf,231.75,38.29,38,185,371.73,550.01
20-10-2016,Well 10,Pre-perf,228.21,38.29,38,185,344.44,539.83
21-10-2016,Well 10,Pre-perf,228.31,37.85,37.56,185,331.9,538.93
22-10-2016,Well 10,Pre-perf,226.73,38.58,38.29,185,331.17,533.29
23-10-2016,Well 10,Pre-perf,222.27,38.58,38.29,185,328.22,532.45
24-10-2016,Well 10,Pre-perf,217.16,39.16,38.44,185,329.69,538.83
25-10-2016,Well 10,Pre-perf,214.78,39.16,38.73,184,326.74,533.47
26-10-2016,Well 10,Pre-perf,213.33,39.31,39.02,189,331.9,532.31
27-10-2016,Well 10,Pre-perf,239.85,40.03,39.74,200,368.04,542.03
28-10-2016,Well 10,Pre-perf,239.85,39.45,39.16,200,392.38,589.03
29-10-2016,Well 10,Pre-perf,232.85,39.74,39.45,200,394.6,580.19
30-10-2016,Well 10,Pre-perf,224.37,39.6,39.31,210,387.96,568.83
31-10-2016,Well 10,Pre-perf,128.13,38.29,38.29,151,345.92,452.49
01-11-2016,Well 10,Pre-perf,86.07,37.27,37.27,130,304.61,452.49
02-11-2016,Well 10,Pre-perf,86.07,37.27,37.27,130,290.6,357.35
03-11-2016,Well 10,Pre-perf,83.99,36.69,36.55,130,275.11,335.8
04-11-2016,Well 10,Pre-perf,83.11,36.69,36.55,130,267.74,322.12
05-11-2016,Well 10,Pre-perf,81.3,37.85,37.71,130,262.57,314.34
06-11-2016,Well 10,Pre-perf,82.08,37.27,37.71,130,256.67,304.96
07-11-2016,Well 10,Pre-perf,81.77,36.98,37.27,130,252.25,295.15
08-11-2016,Well 10,Pre-perf,135.6,37.71,37.71,168,279.54,290.94
09-11-2016,Well 10,Pre-perf,135.6,37.85,37.85,170,269.95,329.58
10-11-2016,Well 10,Pre-perf,131.9,38,38,170,250.77,321.66
11-11-2016,Well 10,Pre-perf,128.79,37.85,37.85,170,244.87,313.7
12-11-2016,Well 10,Pre-perf,130.29,37.85,37.85,170,244.87,311.29
13-11-2016,Well 10,Pre-perf,131.59,37.56,37.56,170,241.92,306.68
14-11-2016,Well 10,Pre-perf,130.48,38.14,38.14,179,245.61,298.74
15-11-2016,Well 10,Pre-perf,145.24,38.14,38.14,180,249.3,325.59
16-11-2016,Well 10,Pre-perf,144.37,38.14,38.14,180,246.35,327.9
17-11-2016,Well 10,Pre-perf,143.49,38.29,38.29,180,255.93,324.45
18-11-2016,Well 10,Pre-perf,144.99,38.14,38.14,180,275.85,324.89
19-11-2016,Well 10,Pre-perf,148.26,38.58,38.58,180,274.37,333.22
20-11-2016,Well 10,Pre-perf,148.72,38.73,38.73,180,266.26,333.55
21-11-2016,Well 10,Pre-perf,146.81,38.44,38.44,180,268.47,333.7
22-11-2016,Well 10,Pre-perf,147.7,38.44,38.44,180,258.15,332.72
23-11-2016,Well 10,Pre-perf,145.51,40.9,41.05,180,252.25,329.41
24-11-2016,Well 10,Pre-perf,142.5,40.76,40.9,180,250.03,323.12
25-11-2016,Well 10,Pre-perf,170.38,38.87,38.87,193,272.9,320.98
26-11-2016,Well 10,Pre-perf,170.38,38.87,38.87,195,271.42,354.1
27-11-2016,Well 10,Pre-perf,171.54,39.02,39.02,195,261.1,357.77
28-11-2016,Well 10,Pre-perf,166.53,38.87,38.87,195,263.31,352.95
29-11-2016,Well 10,Pre-perf,166.88,38.87,38.87,195,261.83,350.36
30-11-2016,Well 10,Pre-perf,165.36,40.61,40.61,195,261.83,348.83
01-12-2016,Well 10,Pre-perf,165.67,43.08,43.08,195,260.36,351.35
02-12-2016,Well 10,Pre-perf,203.37,42.35,42.21,213,278.06,351.49
03-12-2016,Well 10,Pre-perf,203.37,41.05,41.05,214,289.86,392.11
04-12-2016,Well 10,Pre-perf,207.71,41.05,41.05,214,306.83,401.47
05-12-2016,Well 10,Pre-perf,207.71,41.34,41.19,214,295.76,402.91
06-12-2016,Well 10,Pre-perf,203.13,42.93,42.79,214,295.02,402.79
07-12-2016,Well 10,Pre-perf,205.66,42.06,41.77,215,299.45,401.46
08-12-2016,Well 10,Pre-perf,203.07,42.06,41.77,215,297.24,398.18
09-12-2016,Well 10,Pre-perf,202.17,43.08,42.79,215,295.76,396.01
10-12-2016,Well 10,Pre-perf,199.33,44.96,44.67,215,290.6,397.66
11-12-2016,Well 10,Pre-perf,194.76,45.83,45.54,211,291.34,395.78
12-12-2016,Well 10,Pre-perf,187.56,47.14,46.85,210,295.02,390.21
13-12-2016,Well 10,Pre-perf,183.89,47.14,46.85,210,290.6,388.41
14-12-2016,Well 10,Pre-perf,183.18,46.56,46.41,210,279.54,392.03
15-12-2016,Well 10,Pre-perf,179.71,46.56,46.41,210,290.6,390.17
16-12-2016,Well 10,Pre-perf,182.53,46.27,45.98,210,296.5,394.23
17-12-2016,Well 10,Pre-perf,186.01,46.12,45.83,210,308.3,400.85
18-12-2016,Well 10,Pre-perf,183.65,45.83,45.69,210,317.89,401.88
19-12-2016,Well 10,Pre-perf,181.64,45.83,45.54,210,317.89,403.24
20-12-2016,Well 10,Pre-perf,180.45,44.82,44.53,210,314.2,403.32
21-12-2016,Well 10,Pre-perf,178.08,42.64,42.5,210,306.09,404.6
22-12-2016,Well 10,Pre-perf,176.67,42.64,42.5,210,327.48,402.46
23-12-2016,Well 10,Pre-perf,176.54,42.5,42.5,210,320.84,401.73
24-12-2016,Well 10,Pre-perf,174.42,42.35,42.35,210,320.84,401.11
25-12-2016,Well 10,Pre-perf,172,42.21,42.21,210,307.56,399.61
26-12-2016,Well 10,Pre-perf,171.25,42.21,42.21,210,317.89,397.84
27-12-2016,Well 10,Pre-perf,168.36,42.21,42.64,210,311.99,396.3
28-12-2016,Well 10,Pre-perf,167.29,42.64,42.64,210,312.73,396.63
29-12-2016,Well 10,Pre-perf,166.45,42.64,42.64,210,296.5,395.64
30-12-2016,Well 10,Pre-perf,165.88,42.5,42.5,217,303.88,395.95
31-12-2016,Well 10,Pre-perf,179.46,41.19,41.19,220,304.61,412.6
01-01-2017,Well 10,Pre-perf,180.8,40.03,40.03,220,306.09,423.94
02-01-2017,Well 10,Pre-perf,180.17,40.03,40.03,220,309.04,420.85
03-01-2017,Well 10,Pre-perf,179.71,40.18,40.18,220,316.41,424.72
04-01-2017,Well 10,Pre-perf,176.12,41.19,41.19,220,310.51,422.23
05-01-2017,Well 10,Pre-perf,174.24,42.5,42.5,220,303.14,416.77
06-01-2017,Well 10,Pre-perf,173.64,40.32,40.32,220,299.45,428.44
07-01-2017,Well 10,Pre-perf,172.22,40.32,40.32,220,331.17,423.25
08-01-2017,Well 10,Pre-perf,173.41,40.32,40.32,220,310.51,423.88
09-01-2017,Well 10,Pre-perf,171.14,41.19,41.19,220,309.78,417.11
10-01-2017,Well 10,Pre-perf,170.87,41.92,41.92,220,322.31,414.12
11-01-2017,Well 10,Pre-perf,169.89,41.05,41.19,220,307.56,414.04
12-01-2017,Well 10,Pre-perf,168.96,41.05,41.19,220,311.99,410.94
13-01-2017,Well 10,Pre-perf,169,41,41,220,339,411
14-01-2017,Well 10,Pre-perf,180.28,41.19,41.19,229,338.54,432.55
15-01-2017,Well 10,Pre-perf,180.28,40.47,40.47,229,316.41,432.55
16-01-2017,Well 10,Pre-perf,174.94,40.47,40.47,230,317.15,432.24
17-01-2017,Well 10,Pre-perf,172.66,40.47,40.47,230,308.3,430.15
18-01-2017,Well 10,Pre-perf,171.56,40.61,40.61,239,308.3,430.31
19-01-2017,Well 10,Pre-perf,189.59,40.61,40.47,239,311.25,457.98
20-01-2017,Well 10,Pre-perf,188.73,41.05,40.9,239,308.3,463.94
21-01-2017,Well 10,Pre-perf,185.86,40.61,40.47,239,305.35,462.13
22-01-2017,Well 10,Pre-perf,184.6,40.9,40.76,240,322.31,460.57
23-01-2017,Well 10,Pre-perf,185.28,40.9,40.76,240,373.94,462.03
24-01-2017,Well 10,Pre-perf,182.97,40.47,40.32,240,334.12,462.11
25-01-2017,Well 10,Pre-perf,180.26,40.32,40.32,240,326,458.65
26-01-2017,Well 10,Pre-perf,178.36,40.61,40.61,240,331.9,456.46
27-01-2017,Well 10,Pre-perf,177.68,40.61,40.61,240,334.85,450.41
28-01-2017,Well 10,Pre-perf,174.97,40.47,40.47,240,339.28,449.41
29-01-2017,Well 10,Pre-perf,172.45,40.61,40.76,240,341.49,448.36
30-01-2017,Well 10,Pre-perf,170.99,40.32,40.32,247,328.22,451.69
31-01-2017,Well 10,Pre-perf,181.15,40.32,40.32,250,337.07,458.31
01-02-2017,Well 10,Pre-perf,181.87,40.03,40.03,250,338.54,463.46
02-02-2017,Well 10,Pre-perf,179.87,38.73,38.73,250,370.26,463.85
03-02-2017,Well 10,Pre-perf,180.14,35.68,35.68,249,334.85,467.72
04-02-2017,Well 10,Pre-perf,176.85,37.56,37.56,250,312.73,463.46
05-02-2017,Well 10,Pre-perf,172.93,42.35,42.35,250,332.64,456.46
06-02-2017,Well 10,Pre-perf,172.86,41.48,41.48,250,321.58,455.14
07-02-2017,Well 10,Pre-perf,171.04,41.48,41.48,250,315.68,454.59
08-02-2017,Well 10,Pre-perf,169.45,42.79,42.79,250,322.31,456.51
09-02-2017,Well 10,Pre-perf,168.69,42.79,42.79,250,331.9,454.67
10-02-2017,Well 10,Pre-perf,169.06,42.35,42.35,250,341.49,454.47
11-02-2017,Well 10,Pre-perf,166.57,42.64,42.64,250,326,451.95
12-02-2017,Well 10,Pre-perf,164.7,41.77,41.77,258,333.38,449.66
13-02-2017,Well 10,Pre-perf,175.49,41.77,41.77,259,363.62,465.01
14-02-2017,Well 10,Pre-perf,173.2,41.92,41.92,259,339.28,467.86
15-02-2017,Well 10,Pre-perf,166.17,43.22,43.22,259,353.29,462.01
16-02-2017,Well 10,Pre-perf,163.07,43.22,43.22,259,317.15,456.8
17-02-2017,Well 10,Pre-perf,160.01,42.21,42.21,259,340.02,453.72
18-02-2017,Well 10,Pre-perf,160.05,42.21,42.21,259,323.79,452.69
19-02-2017,Well 10,Pre-perf,157.5,44.67,44.53,259,321.58,448.43
20-02-2017,Well 10,Pre-perf,157.02,42.5,42.5,260,305.35,446.58
21-02-2017,Well 10,Pre-perf,153.61,41.19,41.19,260,309.78,440.46
22-02-2017,Well 10,Pre-perf,155.48,41.19,41.19,259,306.09,439.43
23-02-2017,Well 10,Pre-perf,157.49,41.19,41.19,259,308.3,440.65
24-02-2017,Well 10,Pre-perf,155.38,41.19,41.34,259,299.45,440.96
25-02-2017,Well 10,Pre-perf,155.52,41.63,41.77,259,302.4,440.31
26-02-2017,Well 10,Pre-perf,157.18,41.63,41.63,259,309.78,444.1
27-02-2017,Well 10,Pre-perf,156.92,41.92,41.92,260,326.74,444.87
28-02-2017,Well 10,Pre-perf,153.46,41.63,41.77,259,305.35,439.15
01-03-2017,Well 10,Pre-perf,153.53,41.63,41.63,260,309.04,435.44
02-03-2017,Well 10,Pre-perf,156.93,42.06,42.06,259,299.45,441.56
03-03-2017,Well 10,Pre-perf,156.93,41.77,41.77,259,300.93,441.56
04-03-2017,Well 10,Pre-perf,157.13,41.05,41.05,259,308.3,440.83
05-03-2017,Well 10,Pre-perf,151.81,41.05,41.05,260,294.29,434.27
06-03-2017,Well 10,Pre-perf,148.94,40.61,40.61,259,298.71,430.09
07-03-2017,Well 10,Pre-perf,153.18,41.63,41.63,259,307.56,434.52
08-03-2017,Well 10,Pre-perf,153.04,41.77,41.77,259,302.4,433.68
09-03-2017,Well 10,Pre-perf,152.14,41.77,41.77,260,297.24,434.14
10-03-2017,Well 10,Pre-perf,150.66,42.79,42.79,259,309.04,434.84
11-03-2017,Well 10,Pre-perf,151.32,43.37,43.37,260,295.76,433.04
12-03-2017,Well 10,Pre-perf,151.61,43.37,43.37,236,270.69,432.91
13-03-2017,Well 10,Pre-perf,78.24,46.41,42.64,228,272.9,421.22
14-03-2017,Well 10,Pre-perf,157.82,43.66,43.66,270,347.39,456.57
15-03-2017,Well 10,Pre-perf,157.82,43.08,43.08,270,361.41,456.57
16-03-2017,Well 10,Pre-perf,155.51,43.08,43.08,270,343.7,464.04
17-03-2017,Well 10,Pre-perf,150.75,42.79,42.79,270,324.53,461.49
18-03-2017,Well 10,Pre-perf,148.47,44.82,44.82,269,317.89,455.56
19-03-2017,Well 10,Pre-perf,148.43,43.8,43.8,270,301.66,454.8
20-03-2017,Well 10,Pre-perf,147.31,43.08,43.08,269,295.02,453.56
21-03-2017,Well 10,Pre-perf,145.29,43.08,43.08,270,290.6,448.55
22-03-2017,Well 10,Pre-perf,144.87,42.21,42.21,270,288.39,444.92
23-03-2017,Well 10,Pre-perf,144.52,42.21,42.21,270,289.86,444.45
24-03-2017,Well 10,Pre-perf,143.79,42.06,42.06,269,303.14,440.61
25-03-2017,Well 10,Pre-perf,144.36,42.21,42.21,270,292.07,440.34
26-03-2017,Well 10,Pre-perf,144.52,41.92,41.92,270,291.34,440.39
27-03-2017,Well 10,Pre-perf,144.53,42.79,42.79,270,292.81,439.76
28-03-2017,Well 10,Pre-perf,143.96,50.04,50.04,270,288.39,438.25
29-03-2017,Well 10,Pre-perf,143.88,50.76,50.76,270,303.88,437.4
30-03-2017,Well 10,Pre-perf,145.88,46.27,46.27,270,303.88,440.26
31-03-2017,Well 10,Pre-perf,144.55,50.04,50.04,270,307.56,436.4
01-04-2017,Well 10,Pre-perf,143.42,50.76,50.76,269,297.98,433.3
02-04-2017,Well 10,Pre-perf,138.49,48.3,48.15,270,300.19,423.82
03-04-2017,Well 10,Pre-perf,143.89,43.22,43.22,270,300.19,428.68
04-04-2017,Well 10,Pre-perf,145.23,43.22,43.22,270,308.3,433.37
05-04-2017,Well 10,Pre-perf,147.39,43.37,42.93,270,303.88,435.02
06-04-2017,Well 10,Pre-perf,148.83,42.06,42.06,270,296.5,441.02
07-04-2017,Well 10,Pre-perf,148.02,42.06,42.06,270,289.86,438.54
08-04-2017,Well 10,Pre-perf,145.78,41.63,41.63,270,289.86,436.34
09-04-2017,Well 10,Pre-perf,146.13,41.34,41.34,270,293.55,436.67
10-04-2017,Well 10,Pre-perf,144.81,41.48,41.48,270,291.34,431.64
11-04-2017,Well 10,Pre-perf,144.99,41.48,41.48,270,289.86,437.32
12-04-2017,Well 10,Pre-perf,143.52,41.19,41.19,270,300.93,433.83
13-04-2017,Well 10,Pre-perf,146.04,41.48,41.48,270,295.02,434.5
14-04-2017,Well 10,Pre-perf,152.27,41.48,41.48,270,292.07,440.86
15-04-2017,Well 10,Pre-perf,150.43,41.77,41.77,270,289.86,437.73
16-04-2017,Well 10,Pre-perf,145.78,41.77,41.77,270,287.65,427.35
17-04-2017,Well 10,Pre-perf,145.66,42.21,42.21,270,291.34,427.03
18-04-2017,Well 10,Pre-perf,149.51,42.21,42.21,270,287.65,432.63
19-04-2017,Well 10,Pre-perf,146.71,41.92,41.92,270,291.34,428.27
20-04-2017,Well 10,Pre-perf,149.81,42.06,42.06,270,288.39,432.34
21-04-2017,Well 10,Pre-perf,147.92,40.9,40.9,270,286.17,435.64
22-04-2017,Well 10,Pre-perf,147.6,40.9,40.9,270,286.91,435.73
23-04-2017,Well 10,Pre-perf,147.6,41.77,41.77,270,283.96,435.73
24-04-2017,Well 10,Pre-perf,147.1,43.22,43.08,270,288.39,430.33
25-04-2017,Well 10,Pre-perf,150.68,43.22,43.08,270,285.44,435.29
26-04-2017,Well 10,Pre-perf,147.76,43.51,43.51,270,286.91,431.09
27-04-2017,Well 10,Pre-perf,149.22,43.66,43.66,270,288.39,430.6
28-04-2017,Well 10,Pre-perf,146.92,43.66,43.66,270,289.12,426.86
29-04-2017,Well 10,Pre-perf,145.47,43.51,43.51,270,288.39,423.98
30-04-2017,Well 10,Pre-perf,147.39,43.51,43.51,270,289.86,427.5
01-05-2017,Well 10,Pre-perf,150.64,43.51,42.93,270,286.17,434.34
02-05-2017,Well 10,Pre-perf,147.44,43.08,42.93,270,286.91,428.57
03-05-2017,Well 10,Pre-perf,145.75,43.51,43.37,270,289.86,425.22
04-05-2017,Well 10,Pre-perf,148.89,43.66,43.66,270,288.39,426.85
05-05-2017,Well 10,Pre-perf,146.66,43.37,43.37,270,285.44,422.13
06-05-2017,Well 10,Pre-perf,145.91,43.37,43.37,270,292.07,422.1
07-05-2017,Well 10,Pre-perf,147.21,43.08,43.08,270,289.86,422.39
08-05-2017,Well 10,Pre-perf,144.33,42.93,42.93,270,289.86,419.44
09-05-2017,Well 10,Pre-perf,144.8,42.79,42.79,270,289.86,417.76
10-05-2017,Well 10,Pre-perf,148.51,43.08,43.08,270,302.4,421.19
11-05-2017,Well 10,Pre-perf,145.73,42.79,42.79,270,316.41,420.2
12-05-2017,Well 10,Pre-perf,143.79,42.79,42.79,270,302.4,417.22
13-05-2017,Well 10,Pre-perf,143.7,43.08,43.08,270,300.19,416.1
14-05-2017,Well 10,Pre-perf,146.57,43.22,43.22,270,299.45,419.72
15-05-2017,Well 10,Pre-perf,144.99,43.51,43.51,270,295.76,417.16
16-05-2017,Well 10,Pre-perf,143.26,43.8,43.8,270,296.5,414.56
17-05-2017,Well 10,Pre-perf,143.02,43.8,43.8,270,296.5,413.38
18-05-2017,Well 10,Pre-perf,144.77,44.09,44.09,270,292.81,413.55
19-05-2017,Well 10,Pre-perf,144.2,44.24,44.09,270,292.07,411.95
20-05-2017,Well 10,Pre-perf,143.95,44.24,44.24,270,292.81,409.61
21-05-2017,Well 10,Pre-perf,142.06,44.09,44.09,270,292.07,410.02
22-05-2017,Well 10,Pre-perf,143.42,44.38,44.38,270,290.6,411.55
23-05-2017,Well 10,Pre-perf,143.82,44.53,44.53,270,287.65,419.63
24-05-2017,Well 10,Pre-perf,141.68,44.24,44.24,270,289.86,413.56
25-05-2017,Well 10,Pre-perf,140.67,44.38,44.38,270,290.6,412.39
26-05-2017,Well 10,Pre-perf,142.98,44.53,44.53,270,289.12,411.09
27-05-2017,Well 10,Pre-perf,141.11,44.38,44.38,270,286.91,404.79
28-05-2017,Well 10,Pre-perf,141.42,44.67,44.53,270,288.39,402.43
29-05-2017,Well 10,Pre-perf,141.98,44.67,44.67,270,291.34,402.29
30-05-2017,Well 10,Pre-perf,142.22,44.38,44.38,270,291.34,400.06
31-05-2017,Well 10,Pre-perf,146.03,43.8,43.8,270,291.34,405.13
01-06-2017,Well 10,Pre-perf,147.57,43.51,43.51,270,292.81,409.52
02-06-2017,Well 10,Pre-perf,147.61,43.51,43.51,270,292.07,410.84
03-06-2017,Well 10,Pre-perf,145.82,43.37,43.22,270,286.91,412.12
04-06-2017,Well 10,Pre-perf,140.09,43.95,43.95,270,288.39,403.19
