,Date,actual,forecast,ID
524,2016-08-02,1242.13,1277.6390267732922,524
525,2016-08-03,1233.28,1253.229408915913,525
526,2016-08-04,1239.84,1244.3448479373774,526
527,2016-08-05,1244.94,1250.7474611245584,527
528,2016-08-06,1250.76,1255.7792265505848,528
529,2016-08-07,1255.92,1261.54836203716,529
530,2016-08-08,1273.07,1266.7354818800666,530
531,2016-08-09,1284.08,1283.9129696270786,531
532,2016-08-10,1284.08,1294.8369079498761,532
533,2016-08-11,1294.36,1294.857786914186,533
534,2016-08-12,1305.39,1305.2350942503479,534
535,2016-08-13,1318.79,1316.6111926749963,535
536,2016-08-14,1314.63,1329.0759402281622,536
537,2016-08-15,1280.86,1324.504285371731,537
538,2016-08-26,1156.54,1290.4523440861608,538
539,2016-08-27,1156.54,1167.5309082220383,539
540,2016-08-28,1078.66,1167.4295798531382,540
541,2016-08-29,1078.66,1088.0938015434363,541
542,2016-08-30,1091.18,1088.1192486606403,542
543,2016-08-31,1062.15,1101.0435465815963,543
544,2016-09-01,1045.54,1071.5263621460138,544
545,2016-09-02,1041.35,1054.803309466695,545
546,2016-09-03,1036.67,1050.7280881956128,546
547,2016-09-04,1034.2,1046.2688115967183,547
548,2016-09-05,1030.53,1043.6370274320707,548
549,2016-09-06,1026.59,1039.931131679797,549
550,2016-09-07,1022.83,1036.0608580650448,550
551,2016-09-08,1018.82,1032.5307847465967,551
552,2016-09-09,1016.3,1028.4339060042898,552
553,2016-09-10,1011.84,1025.7845017199634,553
554,2016-09-11,1010.56,1021.3091426311516,554
555,2016-09-12,1008.78,1019.9438965588874,555
556,2016-09-13,1008.35,1018.1444057289361,556
557,2016-09-14,1008.23,1017.7175335724394,557
558,2016-09-15,1001.85,1017.6053890026094,558
559,2016-09-16,996.28,1011.211895085771,559
560,2016-09-17,988.05,1005.5929270208801,560
561,2016-09-18,990.65,997.4119114545347,561
562,2016-09-19,993.38,1000.0598321295629,562
563,2016-09-20,988.88,1002.74863639214,563
564,2016-09-21,987.9,998.3759611755761,564
565,2016-09-22,989.4,997.5765119016303,565
566,2016-09-23,987.57,999.1116386384708,566
567,2016-09-24,985.8,996.9329531955843,567
568,2016-09-25,989.21,995.1536549259811,568
569,2016-09-26,980.8,998.6309201289403,569
570,2016-09-27,977.77,990.1237464256328,570
571,2016-09-28,977.29,987.1677593589411,571
572,2016-09-29,977.67,986.7826110591488,572
573,2016-09-30,972.2,987.1940455938957,573
574,2016-10-01,958.4,981.7830793325495,574
575,2016-10-02,943.71,968.2696857135511,575
576,2016-10-03,943.71,953.5731422733188,576
577,2016-10-04,947.71,953.3392141696042,577
578,2016-10-05,941.6,957.7529679537226,578
579,2016-10-06,947.39,951.5326606160133,579
580,2016-10-07,953.59,957.3764813474027,580
